"population","fertilisation","nLeaves1","LongestLeaf1","Glucosinolates1","HsGlucosinolates1","nPathogenSpots1","nHerbivores1","HsHerbivores1","LeafHerbivory1Cons","nPredators1"
"05LT","high",16,13.5,61,1.28,2,11,0.97,0,2
